id,package_name,app_name,rating,review,market
57,com.baidu.searchbox.lite,百度极速版,negative,这一颗星，我给的就是赚钱快。最后落下的四颗星，就是取钱难！这官方真有意思，刚下载时是有很多现金提现门槛的，有1元、3元、10元、15元的，而现在我赚了15块，现在提现门槛竟然只有0.3元和0.5元，没有3元的提现门槛，甚至1元的都没有！你只能0.3元0.3元慢慢提现，这个还不是问题，主要是每天只能有一次提现机会！我认为官方这是挑战我们的耐心，耐心不好的人可能那15块都不要了！你说要提现那15块需要多少天啊！官方应该重视一下这个反馈问题，如果真给不起，就别搞这套路了！,Tencent
58,com.baidu.searchbox.lite,百度极速版,negative,就是骗子，看视频最后一分钱需6千万金币,Tencent
59,com.baidu.searchbox.lite,百度极速版,negative,搞个新用户领现金，提现10快还要审核，你百度极速版是违法软件吗，恶心人,Tencent
60,com.baidu.searchbox.lite,百度极速版,negative,大家如果是为了看视频弄现金的，我劝大家最好还是不要来下载这个软件，前面看视频有多好，后面就有多水！5万金币兑0.1现金！！！而且你们看的那个什么签到打款，如果你第一天不领，第二天就给你清除，还有就是现金打款很慢,Tencent
61,com.baidu.searchbox.lite,百度极速版,negative,以为能提二十结果最后几万个金币才得一毛??人机软件,Tencent
62,com.baidu.searchbox.lite,百度极速版,negative,看视频得的现金，提现不了，当你提现了后就出现异常，里面的钱也没了。,Tencent
63,com.baidu.searchbox.lite,百度极速版,negative,信拼多多都别信百度极速，百度里面的钱是提现不出来的，永远在审核中，而且看视频满20元可提现是永远满不了20的，最后0.01的时候要几十万金币，没有固定比例，,Tencent
64,com.baidu.searchbox.lite,百度极速版,negative,还有 到19多块的时候兑换比例变成了金币：钱＝1000：0.01，况且翻倍了每次也只能几十几十金币，取极限算是被你弄明白了,Tencent
65,com.baidu.searchbox.lite,百度极速版,negative,赚钱的时候，越接近体现要求越多 ，甚至到最后了一直拖还有几千个金币可以提现，但是赚了一会儿 他又是那几个金币 。没变过 ，一直都差几千个金币,Tencent
66,com.baidu.searchbox.lite,百度极速版,negative,百度极速版，“看视频赚钱”栏目，每次到19.99元时，就自动停止金币数，防止你达到可提现的数额（20元）这种“公开违反自己的承诺”做法，实在可恶。平台赚了钱，不愿分给客户，浪费了客户大量的时间和流量！这种恶劣做法有损这个“大平台”的声誉！希望立即纠正！,Tencent
67,com.baidu.searchbox.lite,百度极速版,negative,1万金币只给一毛钱，本来是一块的，你这样搞我,Tencent
68,com.baidu.searchbox.lite,百度极速版,negative,骗子，被宣传视频骗着下载，却永远领不到大红包,Tencent
69,com.baidu.searchbox.lite,百度极速版,negative,一个星期赚了20，但后面金币越来越少，根本体现不了了。还有那个刷视频赚20元的，等你赚到19块多的时候，他从1000金币换一毛，变成了1000金币换一分，然后再变成了1万金币换一分，看一个视频才给50个金币，这要看多久才能提现？,Tencent
70,com.baidu.searchbox.lite,百度极速版,negative,如果不是为了赚钱，百度就够用了。赚钱的话也是赚点小钱。每天只能提现三毛，想提十五元，永远告诉你，今天的提现金额已用完，请明天早点来！广告就是吸引你下载的！别信！,Tencent
71,com.baidu.searchbox.lite,百度极速版,positive,我的工资转账给我是人民币转账是1573的农业银行卡里面是1573,Tencent
72,com.baidu.searchbox.lite,百度极速版,negative,我就想问问金币为啥越来越少，亏我还开了会员，今天才发现里面的钱提不了不了，卡了点去结果显示份额没有了真恶心啊，开始还挺好的都没啥问题我已经用了一个多月了，再提不现只能卸载了唉,Tencent
73,com.baidu.searchbox.lite,百度极速版,negative,非常的恶心人  赚的现金已经赚够了，就是不能提现，提现没有份额，每天中午等到12点都没有，我都不知道这是真的假的，每天提两毛钱，建议卸载,Tencent
74,com.baidu.searchbox.lite,百度极速版,negative,每过一个小时就弹出来金币可以领了，真的烦人，真的，一颗星都不想给,Tencent
75,com.baidu.searchbox.lite,百度极速版,negative,不是说有68元新人红包吗？钱呢？骗子,Tencent
76,com.baidu.searchbox.lite,百度极速版,negative,明明说的是可以登录就领68元的现金红包，结果全是假的，超级差评??????????,Tencent
77,com.baidu.searchbox.lite,百度极速版,negative,一星都不想给，一点也不好用，老有黄色信息，说领现金，满了15却提不了现，只能提1元，而且到后面一元都提不了现了，只能提现几毛钱,Tencent
78,com.baidu.searchbox.lite,百度极速版,negative,都是骗人的，什么新人红包根本就没有，说什么一天能赚几十元，怕是天天刷24小时视频都赚不了5元,Tencent
79,com.baidu.searchbox.lite,百度极速版,negative,唉！说啥下载有现金，抽到68元结果只提了1000厘，原来也玩这套路。言而有信，方能有所作为！,Tencent
80,com.baidu.searchbox.lite,百度极速版,negative,压根领不到68元红包,Tencent
81,com.baidu.searchbox.lite,百度极速版,negative,领一块钱还可以，十五块的没不让领了，说没有权限，骗子软件。玩到后面金币也难赚了。全是广告。,Tencent
82,com.baidu.searchbox.lite,百度极速版,negative,为什么金币提现金困难、根本提不到？,Tencent
83,com.baidu.searchbox.lite,百度极速版,neutral,希望金币能搞得多一点最好别金币自动兑换现金不然话金币没集齐多少就被兑换进去了这样的话就兑换不出来多少现金一天只能自动兑换一次集齐不了多少金币,Tencent
84,com.baidu.searchbox.lite,百度极速版,negative,请问贵公司承诺看视频、完成任务获取金币兑换现金，满15元可以提现，结果每次都提不了，什么意思？,Tencent
85,com.baidu.searchbox.lite,百度极速版,negative,看了这么长时间的书，也没看红包呢,Tencent
86,com.baidu.searchbox.lite,百度极速版,negative,金币没几天就少得可怜！提现不了！,Tencent
87,com.baidu.searchbox.lite,百度极速版,negative,为啥看视频那个金币越赚越少的，还需要改进一下,Tencent
88,com.baidu.searchbox.lite,百度极速版,negative,看广告下载的，满满的套路，提不了现金,Tencent
89,com.baidu.searchbox.lite,百度极速版,negative,红包提现不了，骗人的，你们这些无良商家,Tencent
90,com.baidu.searchbox.lite,百度极速版,negative,有虚假宣传，登录最高68，顶多一两块，而且不能全部提现，一天只能提一次，提现金额还是规定了的，之后搜索内容老是有不良信息，影响搜索的心情，有的时候钱多了还提现不了，故意拖延,Tencent
91,com.baidu.searchbox.lite,百度极速版,negative,现金打到30提不出来？ 只能每天提一块！！！,Tencent
92,com.baidu.searchbox.lite,百度极速版,neutral,登录以后现金无法提现到度小满，希望改进,Tencent
93,com.baidu.searchbox.lite,百度极速版,negative,闪退，有缺陷，现金提现不了！,Tencent
94,com.baidu.searchbox.lite,百度极速版,negative,不给解决，不能打开宝箱,Tencent
95,com.baidu.searchbox.lite,百度极速版,negative,虚假诈骗视频刷的不知道有多少了，刷了一个月多。白天刷到晚。到后面0.01毛从3万金豆涨到15万换0.01毛,Tencent
96,com.baidu.searchbox.lite,百度极速版,positive,非常方便生活中的宝石,Tencent
97,com.bx.hbll,红包来了,negative,抢了红包去哪领取？？？？,Tencent
98,com.bx.hbll,红包来了,negative,领了好几个红包 一块钱都没有,Tencent
99,com.bx.hbll,红包来了,positive,去群里领红包，不要太爽。,Tencent
100,com.bx.hbll,红包来了,negative,我领了那么多红包，一块钱都没赚的，千万别下载,Tencent
101,com.bx.hbll,红包来了,negative,抢着红包的元宝去哪里了？交出来。不然我打死你。,Tencent
102,com.bx.hbll,红包来了,neutral,这个红包哪里取,Tencent
103,com.chilliv.shortvideo,辣椒短视频,positive,刷视频赚金币，嗯,Tencent
104,com.chilliv.shortvideo,辣椒短视频,positive,这个软件刷视频能赚钱赚金币，提现快。,Tencent
105,com.chilliv.shortvideo,辣椒短视频,positive,真的好好上去就能领取金币邀请又可以赚上哪找那么好的软件去,Tencent
106,com.chilliv.shortvideo,辣椒短视频,positive,真的可以领红包，任务做完就可以领,Tencent
107,com.eg.android.AlipayGphone,支付宝,negative,被坑了钱，只能自己解决，找客服没用，还有，那口令红包为什么会被其他人领取，被误领的钱还无法找回,Tencent
108,com.eg.android.AlipayGphone,支付宝,positive,出门都没有带现金了,Tencent
109,com.eg.android.AlipayGphone,支付宝,negative,为啥更新完后暖冬消费节翻红包没有了,Tencent
110,com.eg.android.AlipayGphone,支付宝,negative,差评，没有领到红包，还说什么下载就能领到红包，进去了但是没有领到红包,Tencent
111,com.eg.android.AlipayGphone,支付宝,neutral,为什么今年的支付宝不能抢红包嘞？,Tencent
112,com.eg.android.AlipayGphone,支付宝,positive,贼好，还可以免费领现金,Tencent
113,com.eg.android.AlipayGphone,支付宝,positive,支付宝很好又方便而且有时候可以扫码有红包,Tencent
114,com.eg.android.AlipayGphone,支付宝,positive,发个红包飞行器,Tencent
115,com.eg.android.AlipayGphone,支付宝,negative,给的红包根本用不了,Tencent
116,com.eg.android.AlipayGphone,支付宝,positive,在外地上学就教会了妈妈用支付宝，现在妈妈出去买菜买东西可爱用支付宝付钱了，一扫就可以付钱，还不用担心收到假钱，而且用支付宝付款还能领红包。现在我每个月的生活费，妈妈都是直接转账给我，不用再每次都去银行转钱，方便极了～,Tencent
117,com.eg.android.AlipayGphone,支付宝,negative,LaJi软件，搞各种红包，积分活动钓鱼套钱下应用，浪费时间精力,Tencent
118,com.eg.android.AlipayGphone,支付宝,positive,支付宝带来了很方便，支付的快捷，堵捷了假币的发生。,Tencent
119,com.hdx.dzzq,打字赚钱,negative,呃...征服，还得到58到那时候还在做任务还有那任务只得一点点金币必须差评,Tencent
120,com.hdx.dzzq,打字赚钱,neutral,刚用不太清楚，只能在在这个软件里打字才能有金币吗？,Tencent
121,com.hdx.dzzq,打字赚钱,negative,签到成功；获得0金币,Tencent
122,com.hdx.dzzq,打字赚钱,negative,这东西不行，我下载一下点进去都不知道怎么玩，也只是看了一下提现记录要58才能提现，不懂他这主页打字是干嘛用的，做任务都是要看完刚刚才一点金币，等你达到58米的时候可能还需要完成一些任务，还不止这一些小小的任务，真的不好玩，不推荐，一星都不给。,Tencent
123,com.hdx.dzzq,打字赚钱,neutral,说实话看不懂这个东西。我赚的金币全部不知道在哪里。可能我不太行。你们可以试试把,Tencent
124,com.hdx.dzzq,打字赚钱,negative,我是真无语，你们这些托是真敢说好的，6还要做什么任务，看视频得金币，然后还要去下载别的软件，七七八八的，下好了之后，你提现还仅支持支付宝，好，那就支付宝吧，你还要连续登录7天，6那是不是我这个连续登录了过后我提现又有别的要求了，6我真无语，不想给一星,Tencent
125,com.htzq.bf,灰兔赚钱,positive,很好的软件，任务多，简单好做，提现快，刚做就有0.3红包，提现很快到账，不错的赚钱软件,Tencent
126,com.htzq.bf,灰兔赚钱,positive,就是提现金额太大了！,Tencent
127,com.htzq.bf,灰兔赚钱,positive,真的好，一打开就给我一元大红包。值得信赖,Tencent
128,com.htzq.bf,灰兔赚钱,positive,真的好，一打开就给我一元大红包。再也不用担心没有零花钱了。,Tencent
129,com.htzq.bf,灰兔赚钱,positive,软件太好用了吧，赚钱红包雨啦啦啦,Tencent
130,com.htzq.bf,灰兔赚钱,negative,什么破玩意儿啊？提3毛钱都要看六个视频，10万金币才可以提现一元。做一次任务才100个金币。,Tencent
131,com.htzq.bf,灰兔赚钱,negative,假的不要相信新人任务根本过不了领不了20快只能领3毛，10万金币才兑换一块钱,Tencent
132,com.htzq.bf,灰兔赚钱,negative,骗人软件，提现不了20的，各种套路，越看到后面币越少，各种闪退，反正白看广告的,Tencent
133,com.htzq.bf,灰兔赚钱,negative,我看十几个广告，他告诉我能提现，连个毛都没有我微信里，我这辈子都不想看见他，最好没人下载他，他里面会告诉你让你下载应用然后给你金币让你赚钱，我下载两个都没有，跟拼多多一样的套路，都是骗人的，网络骗子，抓紧下架。,Tencent
134,com.htzq.bf,灰兔赚钱,negative,一次广告一金币，10万金币一块钱，怎么搞？,Tencent
135,com.ifreetalk.ftalk,派派,negative,我就提现了一次红包就给我停了。什么意思,Tencent
136,com.ifreetalk.ftalk,派派,negative,抢的红包全是金币是对我有意见吗,Tencent
137,com.ifreetalk.ftalk,派派,negative,导语升级还有那个提现界面，改变之后可能需要升级才给红包,Tencent
138,com.ifreetalk.ftalk,派派,positive,为什么提现现金，很好玩。,Tencent
139,com.ifreetalk.ftalk,派派,negative,动不动就没有红包，活动也没有消极，氪金游戏。??问题还不解决。一直拖,Tencent
140,com.ifreetalk.ftalk,派派,negative,差评，做任务都没有红包了,Tencent
141,com.ifreetalk.ftalk,派派,negative,后面就没红包了,Tencent
142,com.ifreetalk.ftalk,派派,negative,为啥我就不能领红包,Tencent
143,com.ifreetalk.ftalk,派派,negative,好假哦，都不得红包,Tencent
144,com.ifreetalk.ftalk,派派,negative,让人呆在里面耗时间，耗费流量的模式，到后面就不给红包了，让这些充了钱的在里面死待着，互骂,Tencent
145,com.ifreetalk.ftalk,派派,neutral,刚开始玩的时候还是正常的，然后什么客服就说账号异常，红包都是0.01，希望改进一下，红包现金收到限制,Tencent
146,com.ifreetalk.ftalk,派派,negative,客服态度差，说什么账号异常！红包都是0.01,Tencent
147,com.ifreetalk.ftalk,派派,positive,超好玩  还能领红包??,Tencent
148,com.ifreetalk.ftalk,派派,positive,很好的游戏软件，在休闲的同时还能领红包。,Tencent
149,com.ifreetalk.ftalk,派派,positive,玩了一段时间了，刚开始是因为有红包才进去玩的，但玩着玩着感觉还不错，现在每天都有玩,Tencent
150,com.ifreetalk.ftalk,派派,positive,派派太好玩了，还有红包领。,Tencent
151,com.ifreetalk.ftalk,派派,positive,可以领红包，真好玩，还充值返利活动时间买神器，战力暴涨！！！,Tencent
152,com.ifreetalk.ftalk,派派,positive,软件很不错，功能多还能领取现金,Tencent
153,com.ifreetalk.ftalk,派派,positive,在这里可以交友，聊天，没有和好友一起活动一起疯，还可以领红包，很不错的,Tencent
154,com.ifreetalk.ftalk,派派,negative,这游戏非常的有良心，红包一直为0。,Tencent
155,com.ifreetalk.ftalk,派派,positive,派派玩过所有游戏，第一个海上作战的游戏。还可以赚钱，每天红包不断。开心????????????????????,Tencent
156,com.ifreetalk.ftalk,派派,positive,即可以偷菜又可以打架升级并且还有红包拿，很不错的一款游戏！,Tencent
157,com.ifreetalk.ftalk,派派,positive,还可以吧还是人民币玩家厉害,Tencent
158,com.ifreetalk.ftalk,派派,positive,真不错   还能捡红包    推荐＋10086,Tencent
159,com.ifreetalk.ftalk,派派,positive,偷菜80后的快乐，在派派找到了。内容丰富。红包有待提高,Tencent
160,com.ifreetalk.ftalk,派派,positive,这个游戏挺有趣的，一开始种菜就可以领几块钱 直接提现微信，后面就变成了开各种工厂，还有活动是可以得红包的，休闲游戏很适合,Tencent
161,com.ifreetalk.ftalk,派派,positive,很好玩的游戏还可以得红包,Tencent
162,com.ifreetalk.ftalk,派派,negative,刚开始可以转钱，但是现在就不可以转钱了只可以转金币了。,Tencent
163,com.ifreetalk.ftalk,派派,positive,只要有足够的金币就好！！,Tencent
164,com.ifreetalk.ftalk,派派,positive,朋友推荐的，挺好玩的有红包拿还可以种菜交朋友平时闲的时候可以玩玩,Tencent
165,com.ifreetalk.ftalk,派派,positive,非常完美，游戏体验感很好，聊天功能不错。也可以提现红包,Tencent
166,com.ifreetalk.ftalk,派派,positive,有红包拿，挺不错的。,Tencent
167,com.ifreetalk.ftalk,派派,positive,玩起来很好，不但能玩游戏，还能聊天，最后还有红包拿，红包很大,Tencent
168,com.ifreetalk.ftalk,派派,positive,玩儿了一个月上手度不难，联盟和家族里的小伙伴都很热情，刚进新服的时候联盟麦上会有主持引导大家一起玩儿，玩法挺多的，这样的良心软件不多了，利用空余时间还可以提现红包挣点儿零花钱，我玩儿的很舒服。,Tencent
169,com.ifreetalk.ftalk,派派,positive,这是一个开心交友拿红包的游戏 虽然说不可能发家致富 但是里面还是有很多的乐趣的 多人在线进行海战 每天都会有堪比史诗级百人大团战 奖励多多乐趣多多！,Tencent
170,com.ifreetalk.ftalk,派派,positive,我觉得派派挺不错的，有红包，可以种菜，建岛屿，发船做任务，家族战，红包护航，深渊寻宝等等，有指挥官，盟主，御林军，上将，做任务时，有指挥的，官员防守什么的，很有趣的,Tencent
171,com.ifreetalk.ftalk,派派,positive,想他点红包还可以真的玩下去不知道花多少钱,Tencent
172,com.ifreetalk.ftalk,派派,positive,很好玩有红包，有朋友一起玩很开心,Tencent
173,com.ifreetalk.ftalk,派派,positive,朋友推荐的，说可以有红包，玩了之后发现不仅每天可以提现1元，还可以交友，一起出去打架，开心??,Tencent
174,com.ifreetalk.ftalk,派派,positive,一个能领红包的游戏很好玩,Tencent
175,com.ifreetalk.ftalk,派派,positive,不错，闲暇时间玩会还能领红包,Tencent
176,com.ifreetalk.ftalk,派派,positive,红包可以提现哦，里面有家族，每天中午12点和晚上八点都有活动，可以升级，还可以偷菜，还能建筑房子，很有意思的，叫朋友一起来玩派派吧，在这里等你哦,Tencent
177,com.ifreetalk.ftalk,派派,positive,在派派可以交到很多朋友，每天有家族战各种任务，还有口令红包拿，很好玩的一款游戏,Tencent
178,com.ifreetalk.ftalk,派派,positive,2、掠夺红包在同一个联盟里只能一次不太好,Tencent
179,com.ifreetalk.ftalk,派派,positive,挺好玩的游戏。充值还返现金。每天还没提红包现金。赚点零花钱哈哈,Tencent
180,com.ifreetalk.ftalk,派派,positive,赚钱提现无风险，虽然赚的不多，但平时的奶茶钱和小零食是够了的，平时的种菜到达一定数量时，还能获得相应的现金红包，既能交友又可以赚钱，很好的一个软件^O^,Tencent
181,com.ifreetalk.ftalk,派派,positive,轻松交友收红包，完美,Tencent
182,com.ifreetalk.ftalk,派派,negative,太坑了，动不动就是金币，好多天都是一分的，有时候一分的也没有联系客服，都是机器人,Tencent
183,com.ifreetalk.ftalk,派派,positive,每天拿红包，美滋滋~,Tencent
184,com.ifreetalk.ftalk,派派,negative,玩几天就不给红包了问客服说什么显示有外挂哪有的事啊！这点是真的不咋的啊！没多大兴趣玩了,Tencent
185,com.ifreetalk.ftalk,派派,negative,我冲卷了没给我红包,Tencent
186,com.ifreetalk.ftalk,派派,positive,这款游戏还不错，可以玩游戏，也可以交友聊天，也可以领小红包。,Tencent
187,com.ifreetalk.ftalk,派派,positive,太爽了，游戏的同时还有红包,Tencent
188,com.ifreetalk.ftalk,派派,positive,好玩又有红包！,Tencent
189,com.ifreetalk.ftalk,派派,positive,我是别人介绍玩的，最开始也是为了红包提现玩的，但是玩了一段时间还是觉得挺好玩，就一直在玩。,Tencent
190,com.ifreetalk.ftalk,派派,neutral,派派这个软件就是太卡了，但是种菜得红包是真的，希望改进一下，谢谢！,Tencent
191,com.ifreetalk.ftalk,派派,positive,很不错的游戏，即能赚红包，又能交朋友！,Tencent
192,com.ifreetalk.ftalk,派派,negative,派派里的红包我从来开不出现金,Tencent
193,com.ifreetalk.ftalk,派派,positive,既能种菜  又能抢红包  还能扩大岛屿  红包提现秒到账！,Tencent
194,com.ifreetalk.ftalk,派派,negative,没有红包只有金币,Tencent
195,com.ifreetalk.ftalk,派派,positive,漂亮！这个游戏比其他游戏赚的太多了，而且没有广告，一毛就能提，家族口令红包也能赚马内，还有公共的聊天群，里面一个小时发一个红包雨，太棒了,Tencent
196,com.ifreetalk.ftalk,派派,positive,很好玩，还有红包拿,Tencent
197,com.ifreetalk.ftalk,派派,positive,内容非常丰富，偷菜，口令红包，任务红包。秒提现到微信。 每天还有大活动 集合pk。挺好玩的,Tencent
198,com.ifreetalk.ftalk,派派,positive,我不知道为什么每次参与家族战，旁边会出现红包，但是一分钱都不发，还不是家族里面偶尔有几个人发个红包，不然懒得去,Tencent
199,com.ifreetalk.ftalk,派派,positive,红包多多，朋友多多。,Tencent
200,com.ifreetalk.ftalk,派派,positive,玩了一段时间才发现拍拍的内容比想象中更丰富，不仅仅是偷红包这么简单。还可以和好友一起做各种任务，最重要的是能认识全国各地的朋友，比同类的交友软件更好认识知己。,Tencent
201,com.ifreetalk.ftalk,派派,positive,派派这款游戏非常好！刚完就提现了30元红包！后期每天做做任务打发打发时间………,Tencent
202,com.ifreetalk.ftalk,派派,positive,挺好玩的，能得红包，可以种菜互相偷菜，每天还有集体对战抢红包活动，升级岛屿和战船也不错。,Tencent
203,com.ifreetalk.ftalk,派派,positive,一边玩一边领红包，还是挺不错的！,Tencent
204,com.ifreetalk.ftalk,派派,positive,派派很好玩，以前偷菜，现在还偷菜，丰富的抢红包，抢元宝，相互攻伐！刺激,Tencent
205,com.ifreetalk.ftalk,派派,negative,无语了，满30元才能提现，好多红包在任务里一领取刘就不见了，满30了小岛等级还得到34才可以提现，我之前下载的是可以随时多少都可以提现，现在咋成这样了，无语zu了,Tencent
206,com.ifreetalk.ftalk,派派,positive,这个游戏真心上头！有我喜欢的种菜，口令红包，还有万人团战…最最最主要的，是能赚零花钱！童叟无欺，只要升级船就能一直提现～,Tencent
207,com.ifreetalk.ftalk,派派,positive,还挺有意思的，最重要的是能领红包！,Tencent
208,com.ifreetalk.ftalk,派派,positive,玩派派刚好一个月时间，吸引我的地方就是可以多人一起聊天，联盟频道有主持教大家如何做任务，如何提升战力。玩着游戏还能得红包，比我以前玩的游戏有意思。,Tencent
209,com.ifreetalk.ftalk,派派,positive,很好的一款软件   很有意思  很好玩  还有红包可以领,Tencent
210,com.ifreetalk.ftalk,派派,positive,非常好玩的一款游戏，还有红包领！非常适合大家一起玩！,Tencent
